Age_Range,Industry,Job_Title,Annual_Salary,Additional_Monetary_Compensation,Currency,Other_Currency,Country,State/Province,City,"Total _Years_of _Professional_Experience",Total_Years_of_Professional_Field_Experience,Highest_Education,Gender
35-44,"HEALTH CARE","Quality Assurance",96000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"HEALTH CARE","Quality Assurance Analyst",50000,4000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","8 - 10 years","College Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Quality Engineer",105000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","Master'S Degree","Other/Prefer not to answer"
45-54,"EDUCATION (HIGHER EDUCATION)","Records Coordinator",43000,2000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years","College Degree",Woman
25-34,"RECRUITMENT OR HR",Recruiter,47000,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"RECRUITMENT OR HR","Recruiting Coordinator",55000,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
35-44,"TRANSPORT OR LOGISTICS","Region Vice President",175000,30000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"HEALTH CARE","Registered Nurse",87360,15000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"PUBLIC HEALTH","Research Fellow",55000,0,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Research Scientist",188000,0,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years","College Degree",Woman
"above 64","PROPERTY OR CONSTRUCTION","Safety Director",104000,25000,USD,NA,"United States",Georgia,Atlanta,"41 years or more","21 - 30 years","College Degree",Man
35-44,"COMPUTING OR TECH","Sales Engineer",150000,60000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Man
35-44,"COMPUTING OR TECH","Sales Engineer",125000,60000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Man
18-24,"HUMAN CAPITAL MANAGEMENT","Sales Operations Manager",108000,10000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Woman
35-44,"EDUCATION (PRIMARY/SECONDARY)","School Librarian",56000,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Security Researcher",70000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years","College Degree",Non-binary
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Accounting Analyst",95000,9000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Senior Analyst",118000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years",PH.D.,Woman
25-34,"BUSINESS OR CONSULTING","Senior Analyst",74000,7000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Associate",104000,10000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Man
35-44,LAW,"Senior Associate Trial Attorney",112000,15000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"COMPUTING OR TECH","Senior Atlassian Engineer",118500,6000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","5-7 years","College Degree",Man
35-44,LAW,"Senior Attorney",193000,120000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"BUSINESS OR CONSULTING","Senior Business Analyst",81000,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
18-24,"COMPUTING OR TECH","Senior Business Analyst",91000,0,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,INSURANCE,"Senior Business Analyst",109270,8000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,NONPROFITS,"Senior Communications Officer",82000,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"BUSINESS OR CONSULTING","Senior Consultant",82000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","Master'S Degree",Man
45-54,"ENVIRONMENTAL CONSULTING","Senior Consultant",105000,5000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","21 - 30 years",PH.D.,Woman
35-44,"MARKETING, ADVERTISING & PR","Senior Copywriter",80000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Customer Success Manager",135000,20000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","2 - 4 years","Master'S Degree",Woman
35-44,"MEDIA & DIGITAL","Senior Data Analyst",77000,3000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Data Analyst",80000,0,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Woman
35-44,"HEALTH CARE","Senior Data Analyst",97000,5000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years",PH.D.,Woman
35-44,ENTERTAINMENT,"Senior Director Of Strategic Planning",120000,10000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Director, Actuarial",170000,75000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,SALES,"Senior Enrollment Advisor",82000,3000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Executive Assistant",90000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"ART & DESIGN","Senior Graphic Designer",87000,7000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"ART & DESIGN","Senior Graphic Designer",61000,5000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
45-54,"RECRUITMENT OR HR","Senior HR  Generalist",85000,2000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","8 - 10 years","College Degree",Woman
45-54,"ACCOUNTING, BANKING & FINANCE","Senior IT Analyst",100000,7000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","5-7 years","College Degree",Woman
35-44,"BUSINESS OR CONSULTING","Senior Manager",98000,1000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","2 - 4 years","Master'S Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Manager",110000,10000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Manager",93000,6000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Marketing Manager",130000,13000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"TRANSPORT OR LOGISTICS","Senior Marketing Strategy Analyst",104000,17000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","1 year or less","Master'S Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Senior Operations Financial Analyst",102000,8000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","Master'S Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Senior Packaging Engineer",85000,5000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"HEALTH CARE","Senior Privacy Manager",140000,20000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Woman
25-34,"HEALTH CARE","Senior Process Improvement Coach",138000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Product Manager",159120,12000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"MEDIA & DIGITAL","Senior Production Coordinator",75000,20000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
35-44,NONPROFITS,"Senior Project Manager",75000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years","Master'S Degree",Man
45-54,"COMPUTING OR TECH","Senior Project Manager",132000,39600,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Senior Project Manager",125000,32000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Qa Engineer",86500,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","2 - 4 years","Some College",Man
25-34,SALES,"Senior Sales Rep",70000,25000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Security Engineer",130000,3000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Some College",Man
25-34,"COMPUTING OR TECH","Senior Software Consultant",113000,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Software Developer",160000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","5-7 years","Some College",Man
55-64,"COMPUTING OR TECH","Senior Software Developer",115000,2000,USD,NA,"United States",Georgia,Atlanta,"31 - 40 years","21 - 30 years","College Degree",Man
25-34,"COMPUTING OR TECH","Senior Software Developer",130000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Senior Software Engineer",135000,2000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Senior Software Engineer",165000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Some College",Man
25-34,"COMPUTING OR TECH","Senior Software Engineer II",173000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Man
25-34,"COMPUTING OR TECH","Senior Support Service Manager",90396,15066,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Senior Technical Writer",97646,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
18-24,"BUSINESS OR CONSULTING","Senior Technology Consultant",84000,8400,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Woman
25-34,"MEDIA & DIGITAL","Social Media And Digital Manager",60000,0,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","1 year or less","Some College",Woman
25-34,"MARKETING, ADVERTISING & PR","Social Media Manager",70000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,CPG,"Social Media Manager",68000,6800,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","Some College",Woman
35-44,"SOCIAL WORK","Social Worker II",67000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"COMPUTING OR TECH","Software Developer",121139,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","Some College",Woman
25-34,"COMPUTING OR TECH","Software Engineer",130200,20000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Software Engineer II",82000,11000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Man
25-34,"COMPUTING OR TECH","Software Engineer III",125000,10000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Man
35-44,"COMPUTING OR TECH","Solution Architect",123000,15000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Man
25-34,"COMPUTING OR TECH","Solutions Engineer",140000,2000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years","College Degree",Woman
25-34,"BUSINESS OR CONSULTING",Specialist,125000,20000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Man
35-44,"HEALTH CARE","Specimen Processing Trainer",53000,10000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","5-7 years","Some College",Man
25-34,"HEALTH CARE","Sr. Digital Marketing Manager",82000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","5-7 years","College Degree",Woman
25-34,INSURANCE,"Sr. Manager Product Innovation",70000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","5-7 years","College Degree",Woman
18-24,"ACCOUNTING, BANKING & FINANCE","Staff Accountant",53000,2000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","College Degree",Man
25-34,"ENGINEERING OR MANUFACTURING","Staff Geologist",57636,0,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"COMPUTING OR TECH","Staff Product Analyst",150000,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Some College",Woman
55-64,"GOVERNMENT AND PUBLIC ADMINISTRATION","State Librarian & Associate Vice Chancellor For Libraries",165000,0,USD,NA,"United States",Georgia,Atlanta,"31 - 40 years","31 - 40 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR",Strategist,48000,3000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
18-24,"COMPUTING OR TECH",Student,1000,100,USD,NA,"United States",Georgia,Atlanta,"1 year or less","1 year or less","Some College",Man
18-24,SALES,"Support Coordinator",33280,100,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","1 year or less","College Degree",Non-binary
45-54,"COMPUTING OR TECH","Support Engineer",75000,2000,USD,NA,"United States",Georgia,Atlanta,"31 - 40 years","21 - 30 years","Some College",Woman
55-64,SALES,"System Integrator",76000,0,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years","Some College",Man
25-34,"COMPUTING OR TECH","Systems Architect",109000,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Man
25-34,"ACCOUNTING, BANKING & FINANCE","Tax Accountant",81120,0,USD,NA,"United States",Unknown,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Tax Manager",98000,6000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
25-34,"EDUCATION (PRIMARY/SECONDARY)",Teacher,55000,3000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"EDUCATION (PRIMARY/SECONDARY)",Teacher,46500,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
45-54,"EDUCATION (PRIMARY/SECONDARY)","Teaching Assistant",40000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Some College",Woman
35-44,"COMPUTING OR TECH","Technical Account Manager",88000,8800,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Technical Support Engineer Tier 3",88000,10000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","High School",Man
25-34,"COMPUTING OR TECH","Technical Support Rep",37000,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","1 year or less","Some College",Woman
25-34,"BUSINESS OR CONSULTING","Technical Writer",53000,500,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Technical Writer",81120,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
18-24,"BUSINESS OR CONSULTING","Technology Consultant",70000,0,USD,NA,"United States",Georgia,Atlanta,"1 year or less","1 year or less","College Degree",Woman
25-34,"RECRUITMENT OR HR","Training Associate",58784,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"PROPERTY OR CONSTRUCTION","Truss Designer/Office Manager",41600,30000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","High School",Man
35-44,"ACCOUNTING, BANKING & FINANCE","Trust Officer",95000,2500,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"RECRUITMENT OR HR","University Relations Recruiter",64000,4000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years","College Degree",Woman
35-44,INSURANCE,"User Experience (UX) Research Manager",120000,20000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","5-7 years",PH.D.,Man
45-54,"GOVERNMENT AND PUBLIC ADMINISTRATION","Utilities Engineer",66000,2000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","21 - 30 years","College Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Vice President",68000,2500,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","Master'S Degree",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Vice President  Finance",125000,25000,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
35-44,"ACCOUNTING, BANKING & FINANCE","Vice President Accounting",135000,54000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"MARKETING, ADVERTISING & PR","Vice President,  Creative Director",166000,5000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
35-44,"MARKETING, ADVERTISING & PR","Vice President, Analytics",130000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Woman
25-34,"ACCOUNTING, BANKING & FINANCE","Vice President, Asset Management",135000,30000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"ART & DESIGN","Visual Designer",80000,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Workday Implementation Consultant",88000,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","1 year or less","College Degree",Woman
25-34,NONPROFITS,"Workshop Coordinator",50000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","5-7 years","Master'S Degree",Woman
45-54,"ACCOUNTING, BANKING & FINANCE","Account Payable Specialist",52000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","Some College",Woman
25-34,"BUSINESS OR CONSULTING",Associate,165000,35000,USD,NA,"United States",Georgia,Atlanta,"1 year or less","8 - 10 years",PH.D.,Woman
25-34,LAW,"Associate Attorney",115000,5000,USD,NA,"United States",Georgia,Atlanta,"1 year or less","1 year or less","Professional Degree (MD, Jd, Etc.)",Woman
55-64,"GOVERNMENT AND PUBLIC ADMINISTRATION",Auditor,126000,2000,USD,NA,"United States",Georgia,Atlanta,"31 - 40 years","11 - 20 years","Master'S Degree",Woman
25-34,INSURANCE,"Auto Liability Claims Adjuster",69000,6000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","Master'S Degree",Woman
35-44,"RECRUITMENT OR HR","Benefits Specialist",40000,3000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
18-24,"BUSINESS OR CONSULTING","Business Analyst",72937,16212,USD,NA,"United States",Georgia,Atlanta,"1 year or less","1 year or less","College Degree",Man
35-44,CHAPLAIN,"Chaplain Resident",40000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","1 year or less","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"MARKETING, ADVERTISING & PR","Client Service Director",153000,7000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","21 - 30 years","College Degree",Woman
25-34,"COMPUTING OR TECH",Consultant,127000,3000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Master'S Degree",Woman
35-44,LAW,"Corporate Paralegal",60000,10000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","2 - 4 years","College Degree",Woman
25-34,"HEALTH CARE",Dietitian,70000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","8 - 10 years","College Degree",Woman
25-34,"MEDIA & DIGITAL","Digital Marketing Manager",55000,10000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
25-34,"ENGINEERING OR MANUFACTURING","Environmental Engineer",86500,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Man
25-34,"BRAIN RESEARCH","Graduate Research Assistant",28000,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","5-7 years","College Degree",Woman
35-44,"COMPUTING OR TECH","Lead Ux Researcher",129000,14000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","11 - 20 years",PH.D.,Woman
25-34,"EDUCATION (PRIMARY/SECONDARY)","Learning Specialist",46813,0,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Master'S Degree",Woman
25-34,"PROPERTY OR CONSTRUCTION","Marketing Specialist",60500,5400,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
25-34,"MEDIA & DIGITAL","Post-Production Manager",85000,4000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","Master'S Degree",Woman
45-54,"HOSPITALITY & EVENTS","Project Manager, Global Learning",92000,20000,USD,NA,"United States",Georgia,Atlanta,"21 - 30 years","2 - 4 years","College Degree",Woman
25-34,"COMPUTING OR TECH","Salesforce Administrator",105000,0,USD,NA,"United States",Georgia,Atlanta,"8 - 10 years","2 - 4 years","College Degree",Woman
55-64,"ACCOUNTING, BANKING & FINANCE","Senior Accountant Cpa",87000,6000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","5-7 years","Master'S Degree",Woman
25-34,"UTILITIES & TELECOMMUNICATIONS","Senior Accounting Analyst",95000,9000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","College Degree",Woman
25-34,"RECRUITMENT OR HR","Senior Managing Consultant",45000,60000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","2 - 4 years","College Degree",Woman
18-24,NONPROFITS,"Senior Marketing Coordinator",43000,2000,USD,NA,"United States",Georgia,Atlanta,"2 - 4 years","2 - 4 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Senior Media Manager",77000,2000,USD,NA,"United States",Georgia,Atlanta,"5-7 years","5-7 years","College Degree",Woman
45-54,"AGRICULTURE OR FORESTRY","Systems Engineer",10500,10500,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","11 - 20 years","College Degree",Man
35-44,NONPROFITS,"Youth Pastor",45000,0,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","2 - 4 years","Master'S Degree",Woman
25-34,"MARKETING, ADVERTISING & PR","Senior Communications Specialist",84000,2000,USD,NA,"United States",Georgia,Atlanta,"11 - 20 years","8 - 10 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Director Of (Non-Academic Auxiliary Unit)",62000,0,USD,NA,"United States",Georgia,"Atlanta Metro Area","11 - 20 years","11 - 20 years","Master'S Degree",Woman
25-34,"GOVERNMENT  & PUBLIC ADMINISTRATION","Branch Manager",69500,0,USD,NA,"United States",Georgia,"Atlanta Metro Area","8 - 10 years","5-7 years","Master'S Degree",Man
25-34,"EDUCATION (HIGHER EDUCATION)",Librarian,44000,0,USD,NA,"United States",Georgia,"Atlanta Metro Area","8 - 10 years","2 - 4 years","Master'S Degree",Woman
35-44,"MARKETING, ADVERTISING & PR","Marketing Specialist",69500,2000,USD,NA,"United States",Georgia,"Atlanta Metro Area","11 - 20 years","8 - 10 years","College Degree",Woman
45-54,NONPROFITS,"Publications & Communications Manager",73500,2000,USD,NA,"United States",Georgia,"Atlanta Metro Area","31 - 40 years","21 - 30 years","College Degree",Woman
45-54,"HEALTH CARE",Veterinarian,124000,0,USD,NA,"United States",Georgia,"Atlanta Metro Area","21 - 30 years","21 - 30 years","Professional Degree (MD, Jd, Etc.)",Woman
35-44,"GOVERNMENT AND PUBLIC ADMINISTRATION","Library Director",91000,0,USD,NA,"United States",Georgia,"Atlanta Suburb","11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Assistant Vice President For Student Affairs",114000,2000,USD,NA,"United States",Georgia,"Atlanta, GA","21 - 30 years","21 - 30 years",PH.D.,Woman
35-44,"MEDIA & DIGITAL","Freelance Writer (Medicine And Law)",110000,2000,USD,NA,"United States",Georgia,"Atlanta, GA","11 - 20 years","8 - 10 years","College Degree",Woman
35-44,"ENGINEERING OR MANUFACTURING","Civil Engineer",63000,5000,USD,NA,"United States",Georgia,"Atlanta, GA","11 - 20 years","11 - 20 years","Master'S Degree",Man
25-34,"EDUCATION (HIGHER EDUCATION)","Chemistry Laboratory Specialist",46040,0,USD,NA,"United States",Georgia,"Atlanta, GA","5-7 years","2 - 4 years","Master'S Degree",Woman
55-64,"GOVERNMENT  & PUBLIC ADMINISTRATION","Executive Assistant",58000,11000,USD,NA,"United States","New Jersey","Atlantic City","31 - 40 years","21 - 30 years","College Degree",Woman
25-34,"PUBLIC LIBRARIES","Librarian 2",47700,0,USD,NA,"United States","New Jersey","Atlantic City","8 - 10 years","5-7 years","Master'S Degree",Woman
45-54,"GOVERNMENT CONTRACTOR","Technical Writer/Editor",62000,0,USD,NA,"United States","New Jersey","Atlantic City","21 - 30 years","2 - 4 years","Master'S Degree",Woman
35-44,"EDUCATION (PRIMARY/SECONDARY)","High School Teacher",67000,0,USD,NA,"United States",Massachusetts,Attleboro,"11 - 20 years","11 - 20 years","Master'S Degree",Woman
35-44,SALES,"Inside Sales Account Manager",65000,20000,USD,NA,"United States",Massachusetts,Attleboro,"11 - 20 years","11 - 20 years","College Degree",Woman
55-64,"HEALTH CARE","Lead Medical Biller",46425,2000,USD,NA,"United States",Massachusetts,Attleboro,"31 - 40 years","21 - 30 years","College Degree",Woman
45-54,"ACCOUNTING, BANKING & FINANCE","CEO (Chief Executive Officer)/President",113500,0,USD,NA,"United States",Maine,Auburn,"21 - 30 years","21 - 30 years","Master'S Degree",Woman
35-44,"EDUCATION (HIGHER EDUCATION)","Accounting Manager",45600,1500,USD,NA,"United States",Alabama,Auburn,"5-7 years","5-7 years","College Degree",Woman
45-54,"ACCOUNTING, BANKING & FINANCE","Accounting Manager",103000,5000,USD,NA,"United States",Washington,Auburn,"21 - 30 years","21 - 30 years","Some College",Woman
35-44,"COMPUTING  OR TECH","Apple Technology Specialist",29120,0,USD,NA,"United States",Alabama,Auburn,"11 - 20 years","2 - 4 years","Some College",Man
