Industry,Gender,Highest_Education,Average_Salary
"GRADUATE ASSISTANT & ALSO EVENTS",Woman,"Master'S Degree",24000.0000
"GRADUATE STUDENT",Man,"Master'S Degree",2350.0000
"GRANTWRITING CONSULTANTS",Woman,"Master'S Degree",94000.0000
"GROCERY DELIVERY",Woman,"College Degree",50000.0000
"GROCERY DISTRIBUTION",Non-binary,"College Degree",52532.0000
"GROCERY DISTRIBUTION",Woman,"High School",52600.0000
GYMS,Woman,"Master'S Degree",60000.0000
"HARDWARE MANUFACTURING",Woman,"College Degree",95000.0000
"HAZ/IND/RAD WASTE MANAGEMENT",Woman,"College Degree",100000.0000
"HEALTH  & FITNESS",Woman,"College Degree",43680.0000
"HEALTH AND SAFETY",Man,"Master'S Degree",153000.0000
"HEALTH CARE",Man,"College Degree",78458.6087
"HEALTH CARE",Man,"High School",70833.3333
"HEALTH CARE",Man,"Master'S Degree",88670.2807
"HEALTH CARE",Man,PH.D.,127142.8571
"HEALTH CARE",Man,"Professional Degree (MD, Jd, Etc.)",105141.0000
"HEALTH CARE",Man,"Some College",67396.3333
"HEALTH CARE",Non-binary,"College Degree",74347.0476
"HEALTH CARE",Non-binary,"High School",8000.0000
"HEALTH CARE",Non-binary,"Master'S Degree",84170.9091
"HEALTH CARE",Non-binary,"Professional Degree (MD, Jd, Etc.)",131350.0000
"HEALTH CARE",Non-binary,"Some College",55000.0000
"HEALTH CARE","Other/Prefer not to answer","College Degree",71925.7647
"HEALTH CARE","Other/Prefer not to answer","High School",38000.0000
"HEALTH CARE","Other/Prefer not to answer","Master'S Degree",94616.6667
"HEALTH CARE","Other/Prefer not to answer",PH.D.,102000.0000
"HEALTH CARE","Other/Prefer not to answer","Professional Degree (MD, Jd, Etc.)",106975.0000
"HEALTH CARE","Other/Prefer not to answer","Some College",53425.5000
"HEALTH CARE",Woman,"College Degree",69625.6583
"HEALTH CARE",Woman,"High School",54330.3415
"HEALTH CARE",Woman,"Master'S Degree",89966.9764
"HEALTH CARE",Woman,PH.D.,106642.7397
"HEALTH CARE",Woman,"Professional Degree (MD, Jd, Etc.)",111410.0079
"HEALTH CARE",Woman,"Some College",54590.3101
"HEALTH INSURANCE",Woman,"College Degree",72000.0000
"HEALTH RESEARCH",Woman,"Master'S Degree",61000.0000
"HEALTHCARE INFORMATION TECHNOLOGY",Woman,"College Degree",63000.0000
"HEALTHCARE IT",Woman,"College Degree",135000.0000
"HEALTHCARE IT",Woman,"Master'S Degree",106080.0000
"HEALTHCARE TECHNOLOGY",Woman,"Master'S Degree",83900.0000
HERITAGE,Woman,"Master'S Degree",35089.5000
"HERITAGE/PUBLIC HISTORY",Woman,"Master'S Degree",37500.0000
"HIGH END OUTDOOR FURNITURE MANUFACTURER",Woman,"College Degree",53000.0000
"HIGHER EDUCATION FUNDRAISING",Woman,"Master'S Degree",59000.0000
"HIGHER EDUCATION/LIBRARIES",Woman,"Master'S Degree",62000.0000
"HISTORIC PRESERVATION",Woman,"Master'S Degree",75000.0000
HOMEMAKER,Woman,"College Degree",0.0000
HORTICULTURE,Woman,"College Degree",37440.0000
"HORTICULTURE (ADMIN)",Woman,"High School",50600.0000
HOSPITAL,Woman,"Master'S Degree",77500.0000
"HOSPITALITY & EVENTS",Man,"College Degree",54970.8182
"HOSPITALITY & EVENTS",Man,"High School",53166.6667
"HOSPITALITY & EVENTS",Man,"Master'S Degree",103750.0000
"HOSPITALITY & EVENTS",Man,"Some College",67580.0000
"HOSPITALITY & EVENTS",Non-binary,"College Degree",28158.0000
"HOSPITALITY & EVENTS",Non-binary,"High School",25600.0000
"HOSPITALITY & EVENTS",Non-binary,"Some College",40233.3333
"HOSPITALITY & EVENTS","Other/Prefer not to answer","College Degree",75000.0000
"HOSPITALITY & EVENTS","Other/Prefer not to answer","Some College",22775.0000
"HOSPITALITY & EVENTS",Woman,"College Degree",65359.1508
"HOSPITALITY & EVENTS",Woman,"High School",38096.0000
"HOSPITALITY & EVENTS",Woman,"Master'S Degree",68545.7407
"HOSPITALITY & EVENTS",Woman,PH.D.,115000.0000
"HOSPITALITY & EVENTS",Woman,"Professional Degree (MD, Jd, Etc.)",56250.0000
"HOSPITALITY & EVENTS",Woman,"Some College",48530.1316
"HOUSEHOLD SERVICES",Non-binary,"Master'S Degree",62400.0000
HOUSEKEEPER/COOK,Woman,"College Degree",44000.0000
HRO,Woman,"College Degree",64000.0000
"HUMAN CAPITAL MANAGEMENT",Woman,"College Degree",108000.0000
"HUMAN RESOURCES",Woman,"College Degree",40.0000
"HUMAN RESOURCES",Woman,"Some College",57383.0000
"HUMAN SERVICES",Woman,"College Degree",33280.0000
"HYBRID NONPROFIT HIGHER EDUCATION (WE ARE PART OF A UNIVERSITY BUT OUR ENTIRE BUDGET COMES FROM GRANTS)",Woman,"Master'S Degree",49500.0000
"I HAVE TWO JOBS. MARKETING / BUSINESS",Woman,"College Degree",135000.0000
"I WORK AT A PROPERTY TAX MANAGEMENT COMPANY. NOT SURE WHERE THIS FITS IN. CONSULTING MAYBE?",Woman,"College Degree",37500.0000
"I WORK FOR INDEED.COM",Woman,"College Degree",68000.0000
"I WORK IN THE FINANCE FUNCTION OF A LARGE GLOBAL CONGLOMERATE",Woman,"Master'S Degree",90000.0000
IMMIGRATION,Woman,"College Degree",43000.0000
"IN-HOUSE MARKETING",Woman,"College Degree",72000.0000
"INDIVIDUAL & FAMILY SERVICES",Woman,"Master'S Degree",80000.0000
"INDUSTRIAL CLEANING & NON HAZARDOUS TRANSP ORT",Woman,"Some College",55000.0000
"INDUSTRIAL HYGIENE",Woman,"Master'S Degree",90000.0000
"INDUSTRIAL SUPPLY",Man,"Some College",67000.0000
INFORMATION,Woman,"College Degree",135000.0000
"INFORMATION MANAGEMENT/ARCHIVES",Woman,"Master'S Degree",55000.0000
"INFORMATION SCIENCES",Woman,"Master'S Degree",77200.0000
"INFORMATION SERVICES",Woman,"College Degree",21500.0000
"INFORMATION SERVICES (LIBRARIES)",Woman,"Master'S Degree",67231.0000
"INFORMATION SERVICES (LIBRARY)",Woman,"College Degree",35172.0000
"INFORMATION SERVICES/LIBRARIES",Woman,"Master'S Degree",53000.0000
"INFORMATION TECHNOLOGY",Man,"College Degree",70000.0000
"INFORMATION TECHNOLOGY",Woman,"Master'S Degree",99952.0000
"INFORMATION TECHNOLOGY (IT)",Woman,"College Degree",102000.0000
"INSTRUCTIONAL DESIGN AND TRAINING",Woman,"College Degree",104000.0000
"INSTRUCTIONAL DESIGN, AVIATION INDUSTRY",Woman,"Master'S Degree",52000.0000
"INSTRUCTIONAL DESIGNER",Woman,"College Degree",80000.0000
INSURANCE,Man,"College Degree",93924.5476
INSURANCE,Man,"High School",93243.7500
INSURANCE,Man,"Master'S Degree",98926.0000
INSURANCE,Man,PH.D.,104571.4286
INSURANCE,Man,"Some College",83500.0000
INSURANCE,Non-binary,"College Degree",53075.4000
INSURANCE,Non-binary,"Master'S Degree",48630.0000
INSURANCE,Non-binary,"Some College",40088.5000
INSURANCE,"Other/Prefer not to answer","College Degree",126875.0000
INSURANCE,"Other/Prefer not to answer","Professional Degree (MD, Jd, Etc.)",80000.0000
INSURANCE,"Other/Prefer not to answer","Some College",34000.0000
INSURANCE,Woman,"College Degree",77960.8458
INSURANCE,Woman,"High School",57436.1176
INSURANCE,Woman,"Master'S Degree",87881.5543
INSURANCE,Woman,PH.D.,88425.0000
INSURANCE,Woman,"Professional Degree (MD, Jd, Etc.)",98195.3333
INSURANCE,Woman,"Some College",67324.8475
INTELLIGENCE,Woman,"College Degree",110000.0000
"INTERGOVERNMENTAL ORGANIZATION",Woman,"Master'S Degree",60000.0000
"INTERIOR DESIGN (COMMERCIAL)",Non-binary,"College Degree",40000.0000
"INTERIOR DESIGN & ARCHITECTURE",Woman,"Some College",59000.0000
"INTERIOR LANDSCAPING",Non-binary,"Some College",33000.0000
"INTERNAL COMMUNICATIONS",Woman,"College Degree",100800.0000
"INTERNATIONAL DEFENCE",Woman,"Master'S Degree",75000.0000
"INTERNATIONAL DEVELOPMENT",Man,"College Degree",55000.0000
"INTERNATIONAL DEVELOPMENT",Woman,"College Degree",71675.0000
"INTERNATIONAL DEVELOPMENT",Woman,"Master'S Degree",128950.0000
"INTERNATIONAL DEVELOPMENT",Woman,"Professional Degree (MD, Jd, Etc.)",85000.0000
"INTERNATIONAL DEVELOPMENT (MULTILATERAL DONOR)",Woman,"Master'S Degree",111360.0000
"INTERNATIONAL ORGANISATIONS",Woman,PH.D.,170000.0000
"INTERNATIONAL ORGANIZATION (UN)",Woman,"Master'S Degree",83000.0000
INTERNET,Woman,"Master'S Degree",117500.0000
INVESTING,Woman,"Some College",58000.0000
IT,Woman,"College Degree",68175.0000
IT,Woman,"Master'S Degree",123600.0000
"IT MSP",Woman,"Some College",60000.0000
"IT SECURITY",Man,"Some College",116000.0000
"IT SECURITY",Woman,"College Degree",43680.0000
JANITORIAL,Non-binary,"High School",29120.0000
JOURNALISM,Man,"College Degree",47500.0000
JOURNALISM,Woman,"College Degree",35600.0000
JOURNALISM,Woman,"Master'S Degree",30000.0000
"LAB SCIENCE (BIOTECH)",Man,"Master'S Degree",83200.0000
LABOR,Woman,"College Degree",66617.0000
"LABOR UNION",Woman,"College Degree",66500.0000
"LABOR UNION",Woman,"Some College",81778.5000
"LABORATORY RESEARCH",Woman,"College Degree",48000.0000
"LABOUR/PROFESSIONAL ORGANIZATION",Woman,"Master'S Degree",62000.0000
"LANDED ESTATE",Woman,"Master'S Degree",39000.0000
"LANDSCAPE ARCHITECTURE",Woman,"Master'S Degree",82000.0000
"LANDSCAPE CONTRACTING",Woman,"College Degree",47840.0000
LANDSCAPING,Woman,"College Degree",48000.0000
"LANDSCAPING/TREE WORK",Woman,"Some College",58240.0000
"LANGUAGE SERVICES",Woman,"College Degree",87000.0000
"LANGUAGE SERVICES COMPANY, UNSURE THE BROAD CATEGORY TO USE. OUR CLIENTS ARE BRANDING AGENCIES, & THEIR CLIENTS ARE FREQUENTLY (BUT NOT ALWAYS) PHARMACEUTICAL COMPANIES.","Other/Prefer not to answer","Master'S Degree",70000.0000
"LARGE UNIVERSITY ADMINISTRATION",Woman,"Master'S Degree",92000.0000
"LAUNDRY AND RENTAL",Woman,"College Degree",62000.0000
LAW,Man,"College Degree",75981.3333
LAW,Man,"High School",65000.0000
LAW,Man,"Master'S Degree",82262.5000
LAW,Man,PH.D.,90000.0000
LAW,Man,"Professional Degree (MD, Jd, Etc.)",121238.0909
LAW,Man,"Some College",64866.6667
LAW,Non-binary,"College Degree",48720.0000
LAW,Non-binary,"Master'S Degree",78066.6667
LAW,Non-binary,"Professional Degree (MD, Jd, Etc.)",79617.5000
LAW,Non-binary,"Some College",53424.0000
LAW,"Other/Prefer not to answer","College Degree",71733.3333
LAW,"Other/Prefer not to answer","Master'S Degree",67366.6667
LAW,"Other/Prefer not to answer",PH.D.,161000.0000
LAW,"Other/Prefer not to answer","Professional Degree (MD, Jd, Etc.)",131400.0000
LAW,Woman,"College Degree",64407.2641
LAW,Woman,"High School",53898.7500
LAW,Woman,"Master'S Degree",81812.4286
LAW,Woman,PH.D.,113960.8000
LAW,Woman,"Professional Degree (MD, Jd, Etc.)",106495.4704
LAW,Woman,"Some College",62520.0217
"LAW ENFORCEMENT & SECURITY",Man,"College Degree",68500.0000
"LAW ENFORCEMENT & SECURITY",Man,"High School",62500.0000
"LAW ENFORCEMENT & SECURITY",Man,"Master'S Degree",74000.0000
"LAW ENFORCEMENT & SECURITY",Man,PH.D.,100000.0000
"LAW ENFORCEMENT & SECURITY",Man,"Some College",35205.0000
"LAW ENFORCEMENT & SECURITY",Non-binary,"College Degree",38000.0000
"LAW ENFORCEMENT & SECURITY",Non-binary,"Some College",26325.0000
"LAW ENFORCEMENT & SECURITY",Woman,"College Degree",61967.7083
"LAW ENFORCEMENT & SECURITY",Woman,"Master'S Degree",52333.3333
"LAW ENFORCEMENT & SECURITY",Woman,"Professional Degree (MD, Jd, Etc.)",84200.0000
"LAW ENFORCEMENT & SECURITY",Woman,"Some College",86166.6667
"LAW LIBRARY",Woman,"College Degree",41000.0000
"LEARNING & DEVELOPMENT",Woman,PH.D.,68000.0000
"LEARNING AND DEVELOPMENT",Man,"College Degree",62000.0000
"LEGAL SERVICES",Woman,"Master'S Degree",98500.0000
"LEGAL SERVICES",Woman,"Some College",18500.0000
"LEISURE, SPORT & TOURISM",Man,"College Degree",45034.6667
"LEISURE, SPORT & TOURISM",Man,"Master'S Degree",58000.0000
"LEISURE, SPORT & TOURISM",Man,"Some College",32513.3333
"LEISURE, SPORT & TOURISM",Non-binary,"College Degree",27500.0000
"LEISURE, SPORT & TOURISM",Woman,"College Degree",61679.5439
"LEISURE, SPORT & TOURISM",Woman,"High School",31200.0000
"LEISURE, SPORT & TOURISM",Woman,"Master'S Degree",74478.5625
"LEISURE, SPORT & TOURISM",Woman,PH.D.,42000.0000
"LEISURE, SPORT & TOURISM",Woman,"Some College",41812.3333
LIBRARIAN,Non-binary,"Master'S Degree",45700.0000
LIBRARIAN,Woman,"Master'S Degree",55146.2500
"LIBRARIAN AND ASSISTANT MANAGER OF A LIBRARY",Woman,"Master'S Degree",81000.0000
"LIBRARIAN IN LEGAL SETTING",Woman,"Master'S Degree",78000.0000
"LIBRARIAN--CONTRACTOR FOR NASA",Woman,"Master'S Degree",63000.0000
LIBRARIES,Man,"Master'S Degree",59091.3333
LIBRARIES,Non-binary,"Master'S Degree",57862.2500
LIBRARIES,Non-binary,"Some College",18720.0000
LIBRARIES,"Other/Prefer not to answer","Master'S Degree",48433.3333
LIBRARIES,Woman,"College Degree",46867.0000
LIBRARIES,Woman,"Master'S Degree",63607.0000
"LIBRARIES (MEDICAL)",Woman,"Master'S Degree",92000.0000
"LIBRARIES (PUBLIC)",Non-binary,"Master'S Degree",46000.0000
"LIBRARIES (PUBLIC)",Woman,"Master'S Degree",42000.0000
"LIBRARIES / ARCHIVES / INFORMATION",Woman,"Master'S Degree",51000.0000
"LIBRARIES & ARCHIVES",Woman,"Master'S Degree",51500.0000
"LIBRARIES & ARCHIVES (ACADEMIC)",Woman,"Master'S Degree",53000.0000
"LIBRARIES AND ARCHIVES",Woman,"Master'S Degree",65566.6667
LIBRARIES/ARCHIVES,Non-binary,"Master'S Degree",41120.0000
LIBRARIES/MUSEUMS/ARCHIVES,Woman,"Master'S Degree",40830.0000
LIBRARY,Man,"Master'S Degree",50596.0000
LIBRARY,Non-binary,"College Degree",37000.0000
LIBRARY,Non-binary,"Master'S Degree",63993.3333
LIBRARY,"Other/Prefer not to answer","College Degree",30000.0000
LIBRARY,Woman,"College Degree",47838.7273
LIBRARY,Woman,"High School",20200.0000
LIBRARY,Woman,"Master'S Degree",61558.5278
LIBRARY,Woman,PH.D.,66500.0000
LIBRARY,Woman,"Some College",40769.0000
"LIBRARY  & INFORMATION SERVICES",Woman,"Master'S Degree",55200.0000
"LIBRARY (ITS A NON-PROFIT AND ITS A GOVT JOB - HOW WOULD I LIST THAT? NOT ALL LIBRARIES ARE GOVT JOBS)",Woman,"Master'S Degree",41394.0000
"LIBRARY (UNIVERSITY)",Woman,"Master'S Degree",45726.0000
"LIBRARY &INFORMATION SCIENCE",Woman,"Master'S Degree",46183.0000
"LIBRARY AT A UNIVERSITY",Woman,"Master'S Degree",49000.0000
"LIBRARY PAGE (PUBLIC COUNTY LIBRARY)",Woman,"College Degree",38480.0000
"LIBRARY SCIENCE / PART-TIME WORK/STUDY",Non-binary,"Some College",24252.0000
"LIBRARY TECH FOR A SCHOOL SYSTEM",Woman,"Some College",50000.0000
LIBRARY--PUBLIC,Woman,"Master'S Degree",81916.0000
LIBRARY/ARCHIVE,Man,"College Degree",40000.0000
"LIBRARY/ARCHIVE/RESEARCH CENTER",Woman,"Master'S Degree",85000.0000
LIBRARY/ARCHIVES,Woman,"Master'S Degree",46700.0000
"LIBRARY/INFORMATION MANAGMENT",Woman,"College Degree",23665.0000
"LIFE SCIENCE CAPABILITY DEVELOPMENT",Woman,"Master'S Degree",50000.0000
"LIFE SCIENCES",Man,PH.D.,82000.0000
"LIFE SCIENCES",Woman,"College Degree",62000.0000
"LIFE SCIENCES",Woman,"Master'S Degree",134400.0000
"LIFE SCIENCES",Woman,PH.D.,74446.0000
"LIFE SCIENCES (NOT IN ACADEMIA)",Woman,PH.D.,111000.0000
LITERATURE,Woman,PH.D.,54000.0000
LOBBYING,Man,"Master'S Degree",80000.0000
"LOBBYING AND CONSULTING",Woman,"College Degree",75000.0000
LOGISTICS,Woman,"College Degree",72775.0000
"LOW-VOLTAGE EQUIPMENT",Man,"College Degree",45000.0000
"LUXURY FASHION",Woman,"Master'S Degree",68000.0000
MAINTENANCE,Man,"College Degree",87000.0000
"MANAGEMENT CONSULTING",Woman,"College Degree",180000.0000
MANUFACTURING,Man,"College Degree",86500.0000
MANUFACTURING,Man,"Master'S Degree",71625.0000
MANUFACTURING,Man,"Some College",40476.0000
MANUFACTURING,"Other/Prefer not to answer","College Degree",60800.0000
MANUFACTURING,Woman,"College Degree",78651.6296
MANUFACTURING,Woman,"High School",51166.6667
MANUFACTURING,Woman,"Master'S Degree",94190.0000
MANUFACTURING,Woman,PH.D.,65000.0000
MANUFACTURING,Woman,"Professional Degree (MD, Jd, Etc.)",71250.0000
MANUFACTURING,Woman,"Some College",63250.0000
"MANUFACTURING  & DISTRIBUTING",Woman,"College Degree",38800.0000
"MANUFACTURING : CORPORATE ADMIN SUPPORT",Woman,"College Degree",70000.0000
"MANUFACTURING (MEDICAL DEVICES)",Woman,"Professional Degree (MD, Jd, Etc.)",109000.0000
"MANUFACTURING (PERSONAL CARE)",Woman,"High School",94000.0000
"MANUFACTURING (PHARMACEUTICALS)",Woman,PH.D.,114240.0000
"MANUFACTURING SECURITY SYSTEMS",Woman,"Master'S Degree",64260.0000
"MANUFACTURING, CHEMICAL",Woman,"Some College",67000.0000
"MANUFACTURING/CONSUMER PACKAGED GOODS",Woman,"College Degree",100000.0000
MANUFACTURING/WHOLESALE,Woman,"College Degree",58212.0000
MARITIME,Man,"Some College",67580.0000
"MARKET RESEARCH",Man,"College Degree",77000.0000
"MARKET RESEARCH",Non-binary,"College Degree",64000.0000
"MARKET RESEARCH",Woman,"College Degree",56100.0000
"MARKET RESEARCH",Woman,"Master'S Degree",66571.4286
"MARKETING AT A NON PROFIT",Woman,"College Degree",58000.0000
"MARKETING TECHNOLOGY",Non-binary,"College Degree",71500.0000
"MARKETING, ADVERTISING & PR",Man,"College Degree",85013.6947
"MARKETING, ADVERTISING & PR",Man,"High School",126666.6667
"MARKETING, ADVERTISING & PR",Man,"Master'S Degree",75166.3871
"MARKETING, ADVERTISING & PR",Man,PH.D.,185000.0000
"MARKETING, ADVERTISING & PR",Man,"Professional Degree (MD, Jd, Etc.)",67000.0000
"MARKETING, ADVERTISING & PR",Man,"Some College",88654.5455
"MARKETING, ADVERTISING & PR",Non-binary,"College Degree",64406.0000
"MARKETING, ADVERTISING & PR",Non-binary,"Master'S Degree",61333.3333
"MARKETING, ADVERTISING & PR",Non-binary,"Professional Degree (MD, Jd, Etc.)",32000.0000
"MARKETING, ADVERTISING & PR",Non-binary,"Some College",135000.0000
"MARKETING, ADVERTISING & PR","Other/Prefer not to answer","College Degree",64571.4286
"MARKETING, ADVERTISING & PR","Other/Prefer not to answer","Master'S Degree",79666.6667
"MARKETING, ADVERTISING & PR",Woman,"College Degree",79103.6702
"MARKETING, ADVERTISING & PR",Woman,"High School",75500.0000
"MARKETING, ADVERTISING & PR",Woman,"Master'S Degree",88243.8945
"MARKETING, ADVERTISING & PR",Woman,PH.D.,101544.4444
"MARKETING, ADVERTISING & PR",Woman,"Professional Degree (MD, Jd, Etc.)",61250.0000
"MARKETING, ADVERTISING & PR",Woman,"Some College",67505.5319
MEDCOMMS,Woman,PH.D.,36000.0000
"MEDIA & DIGITAL",Man,"College Degree",81436.0306
"MEDIA & DIGITAL",Man,"High School",60666.6667
"MEDIA & DIGITAL",Man,"Master'S Degree",92850.0000
"MEDIA & DIGITAL",Man,"Professional Degree (MD, Jd, Etc.)",122500.0000
"MEDIA & DIGITAL",Man,"Some College",101640.0000
"MEDIA & DIGITAL",Non-binary,"College Degree",68487.6000
"MEDIA & DIGITAL",Non-binary,"Master'S Degree",69700.0000
"MEDIA & DIGITAL",Non-binary,"Professional Degree (MD, Jd, Etc.)",92000.0000
"MEDIA & DIGITAL",Non-binary,"Some College",63750.0000
"MEDIA & DIGITAL","Other/Prefer not to answer","College Degree",60260.0000
"MEDIA & DIGITAL","Other/Prefer not to answer","Master'S Degree",90000.0000
"MEDIA & DIGITAL",Woman,"College Degree",75543.6376
"MEDIA & DIGITAL",Woman,"High School",66634.0000
"MEDIA & DIGITAL",Woman,"Master'S Degree",74421.0694
"MEDIA & DIGITAL",Woman,PH.D.,94500.0000
"MEDIA & DIGITAL",Woman,"Professional Degree (MD, Jd, Etc.)",101774.4444
"MEDIA & DIGITAL",Woman,"Some College",74585.6000
"MEDICA EDUCATION",Woman,"College Degree",90898.0000
"MEDICAL COMMUNICATIONS",Woman,PH.D.,117500.0000
"MEDICAL DEVICE",Woman,"College Degree",109000.0000
"MEDICAL DEVICE",Woman,PH.D.,130000.0000
"MEDICAL DEVICES",Man,"Master'S Degree",96000.0000
"MEDICAL DEVICES",Woman,"College Degree",75577.5000
"MEDICAL INTERPRETER -(SPANISH)",Woman,"Master'S Degree",30000.0000
"MEDICAL LIBRARY",Woman,"Master'S Degree",75950.0000
"MEDICAL RESEARCH",Non-binary,"College Degree",43000.0000
"MEDICAL RESEARCH",Non-binary,"Master'S Degree",66000.0000
"MEDICAL RESEARCH",Woman,"College Degree",57000.0000
"MEDICAL RESEARCH",Woman,"High School",93000.0000
"MEDICAL RESEARCH",Woman,"Master'S Degree",90000.0000
"MEDICAL SCIENCES",Woman,PH.D.,41000.0000
"MEDICAL SUPPLY WHOLESALE & WAREHOUSING",Woman,"College Degree",33000.0000
"MEDICAL TECHNOLOGY",Woman,"College Degree",77500.0000
"MEDICAL TECHNOLOGY",Woman,"Master'S Degree",133000.0000
"MENTAL HEALTH",Woman,"Master'S Degree",47039.5000
"MENTAL HEALTH",Woman,PH.D.,30000.0000
"MENTAL HEALTH THERAPIST",Woman,"Master'S Degree",73611.0000
MILITARY,Man,"College Degree",55000.0000
MILITARY,Woman,"College Degree",83000.0000
MILITARY,Woman,"High School",125000.0000
MINING,Man,"College Degree",73000.0000
MINING,Man,"High School",84500.0000
MINING,Man,"Master'S Degree",138000.0000
MINING,Woman,"College Degree",101166.6667
MINING,Woman,"High School",83200.0000
MINING,Woman,"Master'S Degree",59000.0000
MINING,Woman,"Some College",55140.0000
"MINING & MINERAL PROCESSING",Man,"College Degree",55000.0000
"MINING/MINERAL EXPLORATION",Woman,"College Degree",65000.0000
"MINING/RESOURCE EXTRACTION",Woman,"Some College",74568.0000
MINISTRY,Man,"College Degree",42000.0000
MINISTRY,Woman,"College Degree",32000.0000
MINISTRY,Woman,"Master'S Degree",59750.0000
MORTGAGE,Woman,"College Degree",50000.0000
MORTGAGE,Woman,"High School",49000.0000
"MUNICIPAL (PUBLIC) LIBRARIES",Woman,"Master'S Degree",66000.0000
"MUNICIPAL GOVERNMENT (LIBRARY)",Woman,"Master'S Degree",54953.0000
"MUNICIPAL LIBRARY",Woman,"Master'S Degree",63000.0000
MUSEUM,Man,"College Degree",51150.0000
MUSEUM,Man,"Master'S Degree",52000.0000
MUSEUM,Woman,"College Degree",27300.0000
MUSEUM,Woman,"Master'S Degree",70281.1667
MUSEUM,Woman,PH.D.,56000.0000
"MUSEUM - NONPROFIT",Woman,"Master'S Degree",65000.0000
"MUSEUM (<20 EMPLOYEES)",Woman,"Master'S Degree",52000.0000
"MUSEUM (UNIVERSITY AFFILIATED)",Woman,"Master'S Degree",40.0000
"MUSEUM EDUCATION",Woman,"Master'S Degree",36663.0000
"MUSEUM LIBRARY",Man,"Master'S Degree",30877.0000
MUSEUMS,Man,"Master'S Degree",42500.0000
MUSEUMS,Man,PH.D.,128000.0000
MUSEUMS,Woman,"College Degree",53000.0000
MUSEUMS,Woman,"Master'S Degree",55272.0000
MUSEUMS,Woman,PH.D.,62000.0000
"MUSEUMS & ARCHIVES",Woman,"Master'S Degree",43680.0000
"MUSEUMS & ARCHIVES (NOT SURE WHERE THIS WOULD FALL)",Woman,"College Degree",35360.0000
"MUSEUMS: NONPROFIT",Woman,"Master'S Degree",42000.0000
MUSIC,Man,"College Degree",65000.0000
"MUSIC LICENSING",Man,"Master'S Degree",58000.0000
"MUSIC THERAPY",Woman,"College Degree",56000.0000
"MUSIC, EDUCATION",Woman,"Master'S Degree",100000.0000
"MUSIC: FREELANCE, PERFORMING AND EDUCATION",Woman,"Master'S Degree",50000.0000
"MY COMPANY SELLS & SERVICES VARIOUS TYPES OF PRINTERS, MOSTLY KYOCERA.",Woman,"Some College",35000.0000
"NATIONAL LABORATORY",Woman,PH.D.,115000.0000
"NATURAL RESOURCES",Woman,"College Degree",50000.0000
"NATURAL RESOURCES",Woman,"Master'S Degree",56997.0000
"NON PROFIT THEATER",Woman,"Master'S Degree",78250.0000
"NON-PROFIT HEALTH CARE (I COULDN’T SELECT BOTH)",Woman,"College Degree",46700.0000
"NON-PROFIT THEATRE",Woman,"College Degree",72000.0000
"NONPROFIT - LEGAL DEPARTMENT",Woman,"College Degree",69000.0000
"NONPROFIT - LORT D THEATER",Woman,"College Degree",43000.0000
"NONPROFIT ASSOCIATION",Woman,"College Degree",69000.0000
"NONPROFIT SCHOLARLY SOCIETY PUBLISHER",Woman,"Master'S Degree",111000.0000
NONPROFITS,Man,"College Degree",71630.4144
NONPROFITS,Man,"High School",47000.0000
NONPROFITS,Man,"Master'S Degree",74936.1538
NONPROFITS,Man,PH.D.,87142.8571
NONPROFITS,Man,"Professional Degree (MD, Jd, Etc.)",130000.0000
NONPROFITS,Man,"Some College",82125.0000
NONPROFITS,Non-binary,"College Degree",48954.2273
NONPROFITS,Non-binary,"Master'S Degree",60264.8387
NONPROFITS,Non-binary,PH.D.,74651.0000
NONPROFITS,Non-binary,"Professional Degree (MD, Jd, Etc.)",62833.3333
NONPROFITS,Non-binary,"Some College",54805.7143
NONPROFITS,"Other/Prefer not to answer","College Degree",55446.9286
NONPROFITS,"Other/Prefer not to answer","Master'S Degree",81916.6667
NONPROFITS,"Other/Prefer not to answer",PH.D.,106700.0000
NONPROFITS,Woman,"College Degree",65323.7277
NONPROFITS,Woman,"High School",43791.1429
NONPROFITS,Woman,"Master'S Degree",72663.1084
NONPROFITS,Woman,PH.D.,83826.5556
NONPROFITS,Woman,"Professional Degree (MD, Jd, Etc.)",97233.8936
NONPROFITS,Woman,"Some College",56764.5068
"NOT FOR PROFIT EDUCATION CONSULTANCY",Woman,"Master'S Degree",36700.0000
"NOT-FOR-PROFIT HEALTH RESEARCH CONSULTING",Man,PH.D.,160000.0000
"NOT-FOR-PROFIT MEMBERSHIP ORGANIZATION",Woman,"College Degree",77000.0000
"NUCLEAR RESEARCH",Man,"College Degree",122000.0000
"OBLIGATORY MILITARY SERVICE",Man,"College Degree",2975.0000
"OCEANOGRAPHY RESEARCH",Non-binary,"College Degree",45000.0000
"OFFICE ADMIN",Woman,"Some College",36400.0000
"OFFICE ADMINISTRATION",Woman,"College Degree",41000.0000
"OIL  & GAS EXPL ORATION",Man,"College Degree",41500.0000
"OIL  & GAS EXPLORATION",Man,"College Degree",60000.0000
"OIL & GAS",Man,"Master'S Degree",66022.5000
"OIL & GAS",Woman,"College Degree",101812.5000
"OIL & GAS",Woman,"Master'S Degree",98333.3333
"OIL & GAS",Woman,"Some College",72250.0000
"OIL & GAS - NON DESTRUCTIVE TESTING",Woman,"College Degree",59000.0000
